0.14736,2.65248
0.146104,2.629872
0.144869,2.607642
0.143655,2.58579
0.14246,2.56428
0.141286,2.543148
0.140131,2.522358
0.138994,2.501892
0.137876,2.481768
0.136776,2.461968
0.135693,2.442474
0.134627,2.423286
0.133578,2.404404
0.132545,2.38581
0.131528,2.367504
0.130526,2.349468
0.129539,2.331702
0.128568,2.314224
0.12761,2.29698
0.126667,2.280006
0.125738,2.263284
0.124822,2.246796
0.12392,2.23056
0.12303,2.21454
0.122153,2.198754
0.121289,2.183202
0.120436,2.167848
0.119596,2.152728
0.118767,2.137806
0.11795,2.1231
0.117144,2.108592
0.116348,2.094264
0.115564,2.080152
0.11479,2.06622
0.114026,2.052468
0.113273,2.038914
0.112529,2.025522
0.111795,2.01231
0.11107,1.99926
0.110355,1.98639
0.109649,1.973682
